"","X","id","created_at","conceptPast","spectrumLeft","spectrumRight","valuePast","chapter","user","valuePresent","conceptPresent","feedback"
"110",110,623,"2022-07-07 11:35:13.467981+00","the Roman Empire","native","foreign",0.347490347,"ch2","0221822d-16f7-4408-929d-fb14481b8cdd",0.711342342,"the USSR","I placed the Roman Empire here because ... so much of its history is visible and alive in todays world where I live"
"111",111,624,"2022-07-07 11:35:53.965643+00","Hadrian's Wall","moving","fixed",0.426111776,"ch2","0221822d-16f7-4408-929d-fb14481b8cdd",0.567567568,"the Berlin Wall","I placed Hadrian's Wall here because ... there seemed to be more of a border religion rather than it being built right through a city"
"112",112,625,"2022-07-07 11:41:01.961392+00","the Roman Empire","skillful","incompetent",0,"ch2","2760b330-f4b3-4521-a23a-5df9d97d6501",0.317567568,"the European Union","I placed the Roman Empire here because it reigned for centuries
"
"113",113,626,"2022-07-07 11:42:01.484269+00","Julius Caesar","multicultural","non multicultural",0.80547754,"ch2","2760b330-f4b3-4521-a23a-5df9d97d6501",0.856594248,"Vladimir Putin","I placed Julius Caesar here because he thought of the britains as barbarians."
"114",114,627,"2022-07-07 11:42:55.922251+00","Boudica","moving","fixed",0.393822394,"ch2","2760b330-f4b3-4521-a23a-5df9d97d6501",0.188567738,"the Suffragettes","I placed Boudica here because he wanted to change things "
"115",115,638,"2022-07-07 13:38:19.683418+00","Hadrian's Wall","free","controlled",0.524131274,"ch2","9a803be5-c2ec-4c17-abc3-00b9cf25a6f0",1,"the US-Mexican border","I placed Hadrian's Wall here because ...I find the question confusing. Am I supposed to be thinking of Hadrian’s Wall as it is today or at some point in the past? The Roman occupation of the Wall lasted c. 300 years so even thinking in terms of the Roman occupation is complex.
"
"116",116,639,"2022-07-07 13:42:23.984563+00","Julius Caesar","peaceful","violent",1,"ch2","7382d880-551c-49bc-a335-cd0fd7fbe042",0.916023166,"Vladimir Putin","I placed Julius Caesar here because ...his conquest of Gaul was tantamount to genocide.



"
"117",117,640,"2022-07-07 13:44:02.379033+00","the Fall of the Roman Empire","skillful","incompetent",0.681467181,"ch2","7382d880-551c-49bc-a335-cd0fd7fbe042",0.305019305,"Scottish independence","I placed the Fall of the Roman Empire here because ...it is a complex historical event but some of it was probably caused by failings in the Roman ruling class."
"118",118,641,"2022-07-07 13:45:42.714559+00","Hadrian's Wall","heroic","deluded",0.510617761,"ch2","7382d880-551c-49bc-a335-cd0fd7fbe042",0.516409266,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...the question is hard to understand, borders ‘are’ to give them human characteristics is a bit weird."
"119",119,1332,"2022-07-26 13:20:55.695232+00","the Fall of the Roman Empire","progressive","regressive",0.668918919,"ch2","4981342c-17d4-446c-9b7f-8f9abcfc6536",0.305019305,"the End of the British Empire","I placed the Fall of the Roman Empire here because ...of it’s role developing society-but the comparison with the British empire startled me a bit and made me think "
"120",120,1341,"2022-07-26 14:05:26.941799+00","Hadrian's Wall","long-lasting","short-term",0,"ch2","47bd9c3b-431f-43f9-84ee-33db20b09c85",0.217411681,"the US-Mexican border","I placed Hadrian's Wall here because it’s still here"
"121",121,1349,"2022-07-26 15:41:49.593886+00","Boudica","dominant","submissive",0,"ch2","1145e277-4a02-4b64-bebc-ab5cc267a137",0,"Theresa May","I placed Boudica here because ... she’s Scottish."
"122",122,1352,"2022-07-26 15:45:04.513977+00","the Roman Empire","benevolent","malevolent",0.671814672,"ch2","90f6c1e8-af52-416b-afd1-5bd92a020c16",0.481660232,"the British Empire","I placed the Roman Empire here because ... a lot less humane "
"123",123,646,"2022-07-08 11:02:21.632705+00","the Roman Empire","peaceful","violent",0.700772201,"ch2","e5e26bc6-9187-4bed-b7f2-85719fad5d1c",0.544401544,"the European Union","I placed the Roman Empire here because ...there were many battles and emphasis on conquering and then keeping territory."
"124",124,657,"2022-07-08 12:43:03.767637+00","the Fall of the Roman Empire","reassuring","worrying",0.503828837,"ch2","c93135bd-0251-4cee-aaed-c67580ac06e2",0.931467181,"Brexit","I placed the Fall of the Roman Empire here because ... I don’t understand the scale/question

"
"125",125,658,"2022-07-08 12:43:46.825731+00","Julius Caesar","regenerating","destructive",0.909266409,"ch2","c93135bd-0251-4cee-aaed-c67580ac06e2",0.498069498,"Jean-Claude Juncker","I placed Julius Caesar here because ... he is"
"126",126,659,"2022-07-08 12:44:24.473785+00","Boudica","heroic","deluded",0.137065637,"ch2","c93135bd-0251-4cee-aaed-c67580ac06e2",0.771235521,"Margaret Thatcher","I placed Boudica here because ... fought romans "
"127",127,1322,"2022-07-26 12:32:08.145465+00","Hadrian's Wall","civilised","barbaric",0.492277992,"ch2","579e431e-af56-4156-939c-d05548b6e257",1.001930502,"the US-Mexican border","I placed Hadrian's Wall here because  Newcastle is a civilised city.
"
"128",128,1328,"2022-07-26 12:50:37.55823+00","Boudica","moving","fixed",0.056427267,"ch2","eb2d7311-c0c8-4d34-8460-3bd4d7759c33",1,"Elizabeth I","I placed Boudica here because ...she is a feminist queen yah😂🏳️‍🌈"
"129",129,1333,"2022-07-26 13:21:57.129442+00","Hadrian's Wall","free","controlled",0.606177606,"ch2","4981342c-17d4-446c-9b7f-8f9abcfc6536",0.69015444,"the Berlin Wall","I placed Hadrian's Wall here because ...some control, although the idea of restriction under hadrians wall has faded with time "
"130",130,1342,"2022-07-26 14:06:53.026483+00","Boudica","free","controlled",0,"ch2","47bd9c3b-431f-43f9-84ee-33db20b09c85",1,"Theresa May","I placed Boudica here because she fought the romans she was also a Celt "
"131",131,670,"2022-07-09 09:37:48.548156+00","Hadrian's Wall","moving","fixed",0.931074573,"ch2","3d0cf187-71a3-41dc-9226-8c788b72fc00",0.069996631,"the Great Wall of China","I placed Hadrian's Wall here because it’s not shaking or moving




"
"132",132,672,"2022-07-09 09:39:30.524796+00","the Fall of the Roman Empire","practical","symbolic",0.098101082,"ch2","3d0cf187-71a3-41dc-9226-8c788b72fc00",0.929942127,"the End of the British Empire","I placed the Fall of the Roman Empire here because it was obvious

"
"133",133,673,"2022-07-09 10:42:42.301461+00","Boudica","skillful","incompetent",0.044401544,"ch2","2ce575c8-aac2-476d-86d1-a8d3eb58b51e",0.893822394,"Theresa May","I placed Boudica here because ...  she started a rebellion against the Romans
"
"134",134,674,"2022-07-09 10:43:44.46374+00","the Roman Empire","peaceful","violent",0.474903475,"ch2","2ce575c8-aac2-476d-86d1-a8d3eb58b51e",0.909242019,"the British Empire","I placed the Roman Empire here because ...  They weren’t as bad as the British empire "
"135",135,675,"2022-07-09 10:44:50.307649+00","Julius Caesar","celebrated","condemned",0.721042471,"ch2","2ce575c8-aac2-476d-86d1-a8d3eb58b51e",0.336872587,"Jean-Claude Juncker","I placed Julius Caesar here because ... He was murdered because of his action."
"136",136,678,"2022-07-09 11:09:11.529156+00","the Roman Empire","regenerating","destructive",0.833976834,"ch2","11af2a70-63da-4bae-ac33-9f7ba38be514",0.532818533,"the British Empire","I placed the Roman Empire here because ...they are always fighting battles"
"137",137,680,"2022-07-09 11:28:37.305181+00","the Roman Empire","dominant","submissive",0.294401544,"ch2","727bc37f-1657-4957-adfe-c1635a43f443",0,"the British Empire","I placed the Roman Empire here because ...they were dominant"
"138",138,689,"2022-07-09 12:08:57.150941+00","Boudica","heroic","deluded",0.173067306,"ch2","f87ef757-7e44-4083-8e9d-8b2947052c48",0.432432432,"Theresa May","I placed Boudica here because ... shes British and cool
"
"139",139,690,"2022-07-09 12:09:18.359562+00","Julius Caesar","inclusive","exclusive",0.748035092,"ch2","f87ef757-7e44-4083-8e9d-8b2947052c48",0.287510934,"Jean-Claude Juncker","I placed Julius Caesar here because ... Roman uwu"
"140",140,691,"2022-07-09 12:09:45.947584+00","the Fall of the Roman Empire","inclusive","exclusive",1,"ch2","f87ef757-7e44-4083-8e9d-8b2947052c48",0.487609259,"Scottish independence","I placed the Fall of the Roman Empire here because ... it fell"
"141",141,733,"2022-07-11 10:45:29.522578+00","Hadrian's Wall","dominant","submissive",0.497104247,"ch2","7ede1234-0c36-4f9b-b3cd-fa283c1ca047",0.036863025,"the Berlin Wall","I placed Hadrian's Wall here because ... it’s a wall"
"142",142,741,"2022-07-11 12:31:41.672825+00","Julius Caesar","secure","insecure",1,"ch2","e39f0e98-d5d3-4917-b629-ccaa3eea220b",1,"Napoleon","I placed Julius Caesar here because he was like a monster 

"
"143",143,745,"2022-07-11 13:34:19.946283+00","Julius Caesar","inclusive","exclusive",0.975336495,"ch2","828fa938-70ae-4d10-9b84-651b65ddda2d",0.918918919,"Donald Trump","I placed Julius Caesar here because ...he’s a naughty boy"
"144",144,747,"2022-07-11 13:52:51.02181+00","Julius Caesar","progressive","regressive",1,"ch2","ea76aa47-2c36-459e-82f8-f3472451ae6c",1,"Vladimir Putin","I placed Julius Caesar here because ...they r old people
"
"145",145,752,"2022-07-11 15:08:10.658396+00","Julius Caesar","progressive","regressive",0.537644788,"ch2","6cf0a5a5-b586-4757-81a2-f664e54d08cf",0.976833977,"Vladimir Putin","I placed Julius Caesar here because .don’t know much, he had an empire
.."
"146",146,776,"2022-07-12 10:35:23.475068+00","the Roman Empire","refined","crude",0.023166023,"ch2","2ebb45ae-91f4-43ab-b30c-48bf340650da",0.485496845,"the USSR","I placed the Roman Empire here because ...they were more developed and organised."
"147",147,783,"2022-07-12 11:20:49.839495+00","the Roman Empire","long-lasting","short-term",0,"ch2","dbbde2ac-817a-4e9d-8306-e948a4f41e50",0,"Nazi Germany","I placed the Roman Empire here because ... it lasted a long time."
"148",148,784,"2022-07-12 11:21:37.15752+00","Hadrian's Wall","connecting","dividing",1,"ch2","dbbde2ac-817a-4e9d-8306-e948a4f41e50",0,"the Berlin Wall","I placed Hadrian's Wall here because ... it divides two locations."
"149",149,787,"2022-07-12 11:27:06.969698+00","Julius Caesar","peaceful","violent",1,"ch2","b5687781-7553-4356-b171-c7b51f2e50e6",1,"Jean-Claude Juncker","He was known to be very violent
"
"150",150,794,"2022-07-12 12:11:54.74363+00","the Roman Empire","civilised","barbaric",0.596525097,"","",0.483590734,"the European Union","I placed the Roman Empire here because they had some good aspects but overall they were quite ruthless and violent.
"
"151",151,795,"2022-07-12 12:12:58.205535+00","Julius Caesar","peaceful","violent",0.495173745,"","",0.569498069,"Donald Trump","I placed Julius Caesar here because he had some good ideas but he wasn’t the ideal person for the leader of a country.
"
"152",152,796,"2022-07-12 12:14:29.171141+00","Boudica","secure","insecure",0.607142857,"","",0.67953668,"Elizabeth I","I placed Boudica here because she was strong and brave (which is important) but she didn’t exactly think with her head.
"
"153",153,807,"2022-07-12 13:16:51.573736+00","the Roman Empire","long-lasting","short-term",0,"ch2","9a48d846-a2ff-4b49-bcf3-d78e91757ad2",1,"Nazi Germany","I placed the Roman Empire here because ...massive"
"154",154,808,"2022-07-12 13:17:09.768257+00","Boudica","practical","symbolic",0,"ch2","9a48d846-a2ff-4b49-bcf3-d78e91757ad2",0,"Elizabeth I","I placed Boudica here because ...warrior"
"155",155,809,"2022-07-12 13:23:51.09509+00","Hadrian's Wall","regenerating","destructive",0.624494162,"ch2","6167e01e-044e-4c30-b000-215d596ca2d9",0.615830116,"the Great Wall of China","I placed Hadrian's Wall here because ...it was built to protect the invader"
"156",156,810,"2022-07-12 13:25:04.492527+00","the Roman Empire","native","foreign",0.366795367,"ch2","6167e01e-044e-4c30-b000-215d596ca2d9",0.680501931,"the USSR","I placed the Roman Empire here because ...we look back at the Romans with some admiration of all they achieved"
"157",157,811,"2022-07-12 13:27:00.870795+00","the Fall of the Roman Empire","dominant","submissive",0.634169884,"ch2","6167e01e-044e-4c30-b000-215d596ca2d9",0.761583012,"Brexit","I placed the Fall of the Roman Empire here because ...the fall of the Roman Empire was not to do with people taking back control"
"158",158,821,"2022-07-12 15:33:17.849578+00","Boudica","multicultural","non multicultural",0.640926641,"ch2","5180e586-b76a-48e0-adbc-c2965d2c8446",0.471042471,"the Suffragettes","I placed Boudica here because ... I associate her with a long time ago in the pasT
"
"159",159,822,"2022-07-12 15:34:35.654705+00","the Roman Empire","celebrated","condemned",0.814755826,"ch2","5180e586-b76a-48e0-adbc-c2965d2c8446",0.715250965,"the British Empire","I placed the Roman Empire here because ... British empire sometimes celebrated in certain shows or media or schools 
"
"160",160,828,"2022-07-13 09:09:59.079876+00","Julius Caesar","civilised","barbaric",0,"ch2","50c858a7-5023-4be2-ad51-596daa875f42",1,"Donald Trump","I placed Julius Caesar here because ...by comparison…"
"161",161,832,"2022-07-13 10:55:38.808002+00","the Fall of the Roman Empire","reassuring","worrying",0.791505792,"ch2","214d6844-179f-4ae7-a6c2-2a73888086f0",0.36098063,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ...it ended a period of relative stability in Europe and led to feudalism which sucked"
"162",162,833,"2022-07-13 10:56:46.610021+00","Julius Caesar","multicultural","non multicultural",0.788101962,"ch2","214d6844-179f-4ae7-a6c2-2a73888086f0",0.059821169,"Jean-Claude Juncker","I placed Julius Caesar here because ... he was focused on Latin supremacy and kinda massacred a lot of Gauls"
"163",163,834,"2022-07-13 10:57:43.005432+00","the Roman Empire","multicultural","non multicultural",0.388996139,"ch2","214d6844-179f-4ae7-a6c2-2a73888086f0",0.061258441,"the European Union","I placed the Roman Empire here because ...as time progressed more outlying regions of the empire gained rights as citizens"
"164",164,840,"2022-07-13 12:08:21.116543+00","the Fall of the Roman Empire","long-lasting","short-term",0.368725869,"ch2","04c11005-9dbd-41b4-b8a6-b0439d3eb3aa",0.498031734,"Scottish independence","I placed the Fall of the Roman Empire here because ... it had a long lasting impact."
"165",165,841,"2022-07-13 12:08:57.316378+00","Hadrian's Wall","practical","symbolic",0.3996139,"ch2","04c11005-9dbd-41b4-b8a6-b0439d3eb3aa",0.692084942,"the Great Wall of China","I placed Hadrian's Wall here because ...it feel more practical"
"166",166,862,"2022-07-14 12:36:21.557991+00","Boudica","dominant","submissive",0.806442791,"ch2","6ff9e3e0-3799-41ce-9630-49225c346d7f",0.441119691,"Margaret Thatcher","I placed Boudica here because . She’s a woman
"
"167",167,863,"2022-07-14 12:36:41.043394+00","Julius Caesar","dominant","submissive",0.181443945,"ch2","6ff9e3e0-3799-41ce-9630-49225c346d7f",0.316095301,"Napoleon","I placed Julius Caesar here because ...he’s hard as nails"
"168",168,871,"2022-07-14 13:55:16.804787+00","Hadrian's Wall","regenerating","destructive",0.976833977,"ch2","4d1d9a11-53fc-4dea-80ba-aea981339138",0.985521236,"the US-Mexican border","I placed Hadrian's Wall here because ... immigrant "
"169",169,872,"2022-07-14 13:55:55.22484+00","Julius Caesar","skillful","incompetent",0,"ch2","4d1d9a11-53fc-4dea-80ba-aea981339138",1,"Donald Trump","I placed Julius Caesar here because ... very clever man. He’s a badass"
"170",170,884,"2022-07-15 12:17:31.946713+00","Julius Caesar","celebrated","condemned",0.092664093,"ch2","f76aa694-000b-4f80-9c44-76335afb33f7",0.425675676,"Jean-Claude Juncker","I placed Julius Caesar here because ...he was a good leader"
